station,valid,feel,p01m
XNO,2017-11-21 20:56,65.50,0.00
XNO,2017-11-21 21:56,63.30,0.00
XNO,2017-11-21 22:56,61.50,0.00
XNO,2017-11-21 23:56,59.20,T
XNO,2017-11-22 00:56,57.90,T
XNO,2017-11-22 01:56,56.80,2.54
XNO,2017-11-22 02:56,56.50,0.51
XNO,2017-11-22 03:56,56.30,3.81
XNO,2017-11-22 04:56,56.10,3.81
XNO,2017-11-22 05:56,55.60,0.00
XNO,2017-11-22 06:56,53.80,0.00
XNO,2017-11-22 07:56,54.70,0.00
XNO,2017-11-22 08:56,54.50,0.00
XNO,2017-11-22 09:56,54.30,0.00
XNO,2017-11-22 10:56,53.60,0.00
XNO,2017-11-22 11:56,52.70,0.00
XNO,2017-11-22 12:56,52.00,0.00
XNO,2017-11-22 13:56,53.20,0.00
XNO,2017-11-22 14:56,55.20,0.00
XNO,2017-11-22 15:56,58.50,0.00
XNO,2017-11-22 16:56,65.50,0.00
XNO,2017-11-22 17:56,67.10,0.00
XNO,2017-11-22 18:56,67.60,0.00
XNO,2017-11-22 19:56,67.60,0.00
XNO,2017-11-22 20:56,66.20,0.00
XNO,2017-11-22 21:56,62.40,0.00
XNO,2017-11-22 22:56,57.40,0.00
XNO,2017-11-22 23:56,55.00,0.00
XNO,2017-11-23 00:56,52.90,0.00
XNO,2017-11-23 01:56,50.50,0.00
XNO,2017-11-23 02:56,50.40,0.00
XNO,2017-11-23 03:56,47.30,0.00
XNO,2017-11-23 04:56,46.23,0.00
XNO,2017-11-23 05:56,43.72,0.00
XNO,2017-11-23 06:56,45.38,0.00
XNO,2017-11-23 07:56,44.66,0.00
XNO,2017-11-23 08:56,43.43,0.00
XNO,2017-11-23 09:56,42.33,0.00
XNO,2017-11-23 10:56,40.46,0.00
XNO,2017-11-23 11:56,40.05,0.00
XNO,2017-11-23 12:56,38.28,0.00
XNO,2017-11-23 13:56,39.65,0.00
XNO,2017-11-23 14:56,41.24,0.00
XNO,2017-11-23 15:56,44.56,0.00
XNO,2017-11-23 16:56,45.38,0.00
XNO,2017-11-23 17:56,46.72,0.00
XNO,2017-11-23 18:56,50.70,0.00
XNO,2017-11-23 19:56,50.70,0.00
XNO,2017-11-23 20:56,50.40,0.00
XNO,2017-11-23 21:56,47.97,0.00
XNO,2017-11-23 22:56,44.47,0.00
XNO,2017-11-23 23:56,40.05,0.00
XNO,2017-11-24 00:56,37.35,0.00
XNO,2017-11-24 01:56,40.80,0.00
XNO,2017-11-24 02:56,38.70,0.00
XNO,2017-11-24 03:56,35.66,0.00
XNO,2017-11-24 04:56,35.32,0.00
XNO,2017-11-24 05:56,31.15,0.00
XNO,2017-11-24 06:56,29.63,0.00
XNO,2017-11-24 07:56,28.07,0.00
XNO,2017-11-24 08:56,29.38,0.00
XNO,2017-11-24 09:56,29.84,0.00
XNO,2017-11-24 10:56,31.32,0.00
XNO,2017-11-24 11:56,33.80,0.00
XNO,2017-11-24 12:56,30.34,0.00
XNO,2017-11-24 13:56,36.36,0.00
XNO,2017-11-24 14:56,42.82,0.00
XNO,2017-11-24 15:56,52.70,0.00
XNO,2017-11-24 16:56,55.90,0.00
XNO,2017-11-24 17:56,59.20,0.00
XNO,2017-11-24 18:56,61.30,0.00
XNO,2017-11-24 19:56,62.80,0.00
XNO,2017-11-24 20:56,62.20,0.00
XNO,2017-11-24 21:56,58.60,0.00
XNO,2017-11-24 22:56,50.90,0.00
XNO,2017-11-24 23:56,45.00,0.00
XNO,2017-11-25 00:56,42.80,0.00
XNO,2017-11-25 01:56,40.10,0.00
XNO,2017-11-25 02:56,38.10,0.00
XNO,2017-11-25 03:56,36.70,0.00
XNO,2017-11-25 04:56,35.20,0.00
XNO,2017-11-25 05:56,34.90,0.00
XNO,2017-11-25 06:56,34.00,0.00
XNO,2017-11-25 07:56,33.30,0.00
XNO,2017-11-25 08:56,32.40,0.00
XNO,2017-11-25 09:56,31.60,0.00
XNO,2017-11-25 10:56,31.50,0.00
XNO,2017-11-25 11:56,30.60,0.00
XNO,2017-11-25 12:56,32.20,0.00
XNO,2017-11-25 13:56,41.40,0.00
XNO,2017-11-25 14:56,54.00,0.00
XNO,2017-11-25 15:56,59.90,0.00
XNO,2017-11-25 16:56,64.20,0.00
XNO,2017-11-25 17:56,67.60,0.00
XNO,2017-11-25 18:56,64.60,0.00
XNO,2017-11-25 19:56,66.40,0.00
XNO,2017-11-25 20:56,65.30,0.00
XNO,2017-11-25 21:56,61.50,0.00
XNO,2017-11-25 22:56,58.50,0.00
XNO,2017-11-25 23:56,55.40,0.00
XNO,2017-11-26 00:56,55.20,0.00
XNO,2017-11-26 01:56,52.70,0.00
XNO,2017-11-26 02:56,48.21,0.00
XNO,2017-11-26 03:56,46.10,0.00
XNO,2017-11-26 04:56,43.50,0.00
XNO,2017-11-26 05:56,44.10,0.00
XNO,2017-11-26 06:56,44.92,0.00
XNO,2017-11-26 07:56,42.40,0.00
XNO,2017-11-26 10:56,38.10,0.00
XNO,2017-11-26 12:56,37.80,0.00
XNO,2017-11-26 14:56,55.00,0.00
XNO,2017-11-26 15:56,59.90,0.00
XNO,2017-11-26 16:56,62.80,0.00
XNO,2017-11-26 17:56,63.70,0.00
XNO,2017-11-26 18:56,65.10,0.00
XNO,2017-11-26 19:56,66.20,0.00
XNO,2017-11-26 20:56,64.90,0.00
XNO,2017-11-26 21:56,61.30,0.00
XNO,2017-11-26 22:56,53.60,0.00
XNO,2017-11-26 23:56,49.30,0.00
XNO,2017-11-27 00:56,46.20,0.00
XNO,2017-11-27 01:56,42.60,0.00
XNO,2017-11-27 02:56,41.40,0.00
XNO,2017-11-27 03:56,39.40,0.00
XNO,2017-11-27 04:56,37.40,0.00
XNO,2017-11-27 05:56,35.10,0.00
XNO,2017-11-27 06:56,37.90,0.00
XNO,2017-11-27 07:56,34.30,0.00
XNO,2017-11-27 08:56,32.50,0.00
XNO,2017-11-27 09:56,31.60,0.00
XNO,2017-11-27 10:56,31.80,0.00
XNO,2017-11-27 11:56,30.00,0.00
XNO,2017-11-27 12:56,33.30,0.00
XNO,2017-11-27 13:56,38.78,0.00
XNO,2017-11-27 14:56,52.20,0.00
XNO,2017-11-27 15:56,58.10,0.00
XNO,2017-11-27 16:56,60.30,0.00
XNO,2017-11-27 17:56,62.80,0.00
XNO,2017-11-27 18:56,64.80,0.00
XNO,2017-11-27 19:56,65.10,0.00
XNO,2017-11-27 20:56,64.20,0.00
XNO,2017-11-27 21:56,61.00,0.00
XNO,2017-11-27 22:56,48.69,0.00
XNO,2017-11-27 23:56,45.87,0.00
XNO,2017-11-28 00:56,43.50,0.00
XNO,2017-11-28 01:56,41.50,T
XNO,2017-11-28 02:56,39.00,0.00
XNO,2017-11-28 03:56,36.00,0.00
XNO,2017-11-28 04:56,34.20,0.00
XNO,2017-11-28 05:56,33.80,0.00
XNO,2017-11-28 06:56,31.10,0.00
XNO,2017-11-28 07:56,28.23,0.00
XNO,2017-11-28 08:56,28.12,0.00
XNO,2017-11-28 09:56,29.80,0.00
XNO,2017-11-28 10:56,25.53,0.00
XNO,2017-11-28 11:56,27.94,0.00
XNO,2017-11-28 12:56,29.38,0.00
XNO,2017-11-28 13:56,41.60,0.00
XNO,2017-11-28 14:56,52.20,0.00
XNO,2017-11-28 15:56,60.40,0.00
XNO,2017-11-28 16:56,63.30,0.00
XNO,2017-11-28 17:56,63.70,0.00
XNO,2017-11-28 18:56,62.80,0.00
XNO,2017-11-28 19:56,61.90,0.00
XNO,2017-11-28 20:56,61.50,0.00
XNO,2017-11-28 21:56,60.40,0.00
XNO,2017-11-28 22:56,58.60,0.00
XNO,2017-11-28 23:56,58.80,0.00
XNO,2017-11-29 00:56,58.60,0.00
XNO,2017-11-29 01:56,57.00,0.00
XNO,2017-11-29 02:56,54.00,0.00
XNO,2017-11-29 03:56,54.50,0.00
XNO,2017-11-29 04:56,52.90,0.00
XNO,2017-11-29 05:56,51.80,0.00
XNO,2017-11-29 06:56,48.70,0.00
XNO,2017-11-29 07:56,48.60,0.00
XNO,2017-11-29 08:56,46.60,0.00
XNO,2017-11-29 09:56,45.70,0.00
XNO,2017-11-29 10:56,45.38,0.00
XNO,2017-11-29 11:56,46.90,0.00
XNO,2017-11-29 12:56,48.01,0.00
XNO,2017-11-29 13:56,55.60,0.00
XNO,2017-11-29 14:56,62.20,0.00
XNO,2017-11-29 15:56,66.90,0.00
XNO,2017-11-29 16:56,70.90,0.00
XNO,2017-11-29 17:56,72.00,0.00
XNO,2017-11-29 18:56,73.38,0.00
XNO,2017-11-29 19:56,73.52,0.00
XNO,2017-11-29 20:56,72.61,0.00
XNO,2017-11-29 21:56,69.18,0.00
XNO,2017-11-29 22:56,62.20,0.00
XNO,2017-11-29 23:56,57.20,0.00
XNO,2017-11-30 00:56,55.20,0.00
XNO,2017-11-30 01:56,54.50,0.00
XNO,2017-11-30 02:56,50.90,0.00
XNO,2017-11-30 03:56,48.90,0.00
XNO,2017-11-30 04:56,47.30,0.00
XNO,2017-11-30 05:56,45.90,0.00
XNO,2017-11-30 06:56,44.80,0.00
XNO,2017-11-30 07:56,43.50,0.00
XNO,2017-11-30 08:56,42.80,0.00
XNO,2017-11-30 09:56,42.30,0.00
XNO,2017-11-30 10:56,41.20,0.00
XNO,2017-11-30 11:56,41.70,0.00
XNO,2017-11-30 12:56,43.20,0.00
XNO,2017-11-30 13:56,51.40,0.00
XNO,2017-11-30 14:56,59.90,0.00
XNO,2017-11-30 15:56,67.80,0.00
XNO,2017-11-30 16:56,72.70,0.00
XNO,2017-11-30 17:56,73.00,0.00
XNO,2017-11-30 18:56,74.70,0.00
XNO,2017-11-30 19:56,73.20,0.00
XNO,2017-11-30 20:56,72.30,0.00
XNO,2017-11-30 21:56,70.90,0.00
XNO,2017-11-30 22:56,64.80,0.00
XNO,2017-12-01 00:56,61.50,0.00
XNO,2017-12-01 01:56,59.20,0.00
XNO,2017-12-01 02:56,59.20,0.00
XNO,2017-12-01 03:56,58.60,T
XNO,2017-12-01 04:56,59.00,T
XNO,2017-12-01 05:56,59.50,T
XNO,2017-12-01 06:56,58.30,1.02
XNO,2017-12-01 07:56,57.60,0.00
XNO,2017-12-01 08:56,55.60,0.00
XNO,2017-12-01 09:56,55.80,0.00
XNO,2017-12-01 10:56,52.30,0.00
XNO,2017-12-01 11:56,52.20,0.00
XNO,2017-12-01 12:56,51.80,0.00
XNO,2017-12-01 13:56,55.60,0.00
XNO,2017-12-01 14:56,58.50,0.00
XNO,2017-12-01 15:56,62.80,0.00
XNO,2017-12-01 16:56,64.90,0.00
XNO,2017-12-01 17:56,66.70,0.00
XNO,2017-12-01 18:56,68.90,0.00
XNO,2017-12-01 19:56,69.10,0.00
XNO,2017-12-01 20:56,68.50,0.00
XNO,2017-12-01 21:56,66.70,0.00
XNO,2017-12-01 22:56,63.70,0.00
XNO,2017-12-01 23:56,60.10,0.00
XNO,2017-12-02 00:56,58.60,0.00
XNO,2017-12-02 01:56,57.90,0.00
XNO,2017-12-02 02:56,60.10,0.00
XNO,2017-12-02 03:56,59.20,0.00
XNO,2017-12-02 04:56,58.30,0.00
XNO,2017-12-02 05:56,59.70,0.00
XNO,2017-12-02 06:56,59.90,0.00
XNO,2017-12-02 07:56,59.50,0.00
XNO,2017-12-02 08:56,59.40,0.00
XNO,2017-12-02 09:56,59.20,0.00
XNO,2017-12-02 10:56,58.50,0.00
XNO,2017-12-02 11:56,56.80,0.00
XNO,2017-12-02 12:56,56.70,0.00
XNO,2017-12-02 13:56,56.80,0.00
XNO,2017-12-02 14:56,57.60,0.00
